Date,Open,High,Low,Close,Adj Close,Volume
1984-05-14,16.437500,16.937500,15.250000,15.500000,15.500000,2947200
1984-05-21,15.437500,15.687500,14.750000,15.437500,15.437500,3313200
1984-05-28,15.625000,16.375000,14.812500,16.187500,16.187500,2773400
1984-06-04,16.375000,16.625000,15.687500,16.312500,16.312500,2826800
1984-06-11,16.250000,16.375000,14.062500,14.687500,14.687500,5877000
1984-06-18,14.687500,16.437500,14.500000,16.000000,16.000000,5535000
1984-06-25,16.062500,16.187500,14.812500,15.375000,15.375000,3043600
1984-07-02,15.375000,15.625000,14.937500,15.250000,15.250000,1811400
1984-07-09,15.312500,15.812500,14.000000,14.750000,14.750000,4911200
1984-07-16,14.750000,15.062500,13.187500,13.312500,13.312500,5281000
1984-07-23,13.062500,14.875000,12.562500,14.750000,14.750000,4155800
1984-07-30,14.687500,18.312500,14.062500,17.562500,17.562500,8415400
1984-08-06,17.625000,19.250000,17.125000,18.187500,18.187500,9057400
1984-08-13,18.125000,19.437500,18.000000,19.375000,19.375000,5006000
1984-08-20,19.312500,20.562500,19.187500,20.375000,20.375000,5014400
1984-08-27,20.125000,20.437500,19.375000,19.687500,19.687500,2592600
1984-09-03,19.500000,19.875000,18.687500,19.062500,19.062500,1903800
1984-09-10,18.812500,20.000000,18.000000,19.750000,19.750000,6774600
1984-09-17,19.687500,20.187500,18.187500,18.625000,18.625000,5202000
1984-09-24,18.562500,18.687500,17.187500,17.375000,17.375000,4936400
1984-10-01,17.125000,17.687500,16.187500,16.562500,16.562500,5135000
1984-10-08,16.562500,17.875000,16.000000,17.375000,17.375000,6432000
1984-10-15,17.375000,18.687500,17.125000,18.062500,18.062500,5205400
1984-10-22,18.000000,18.437500,15.312500,15.562500,15.562500,8194600
1984-10-29,15.625000,16.312500,14.562500,14.812500,14.812500,6298600
1984-11-05,14.875000,16.062500,14.687500,15.562500,15.562500,5550200
1984-11-12,15.562500,15.625000,14.562500,14.562500,14.562500,4548200
1984-11-19,14.562500,14.812500,13.687500,14.062500,14.062500,3552800
1984-11-26,14.250000,14.500000,13.312500,13.875000,13.875000,4390800
1984-12-03,13.750000,14.875000,13.500000,14.437500,14.437500,4262600
1984-12-10,14.250000,14.312500,12.687500,13.000000,13.000000,4873000
1984-12-17,12.937500,15.250000,12.750000,14.500000,14.500000,6972200
1984-12-24,14.625000,15.125000,14.562500,14.812500,14.812500,1861400
1984-12-31,14.812500,14.875000,14.312500,14.500000,14.500000,2265000
1985-01-07,14.625000,15.375000,13.187500,15.250000,15.250000,6951600
1985-01-14,15.375000,16.625000,15.375000,16.062500,16.062500,6452000
1985-01-21,16.125000,17.812500,16.125000,17.375000,17.375000,6361600
1985-01-28,17.500000,18.187500,16.812500,17.312500,17.312500,4652400
1985-02-04,17.312500,18.062500,17.125000,17.250000,17.250000,3428800
1985-02-11,17.312500,18.000000,16.250000,16.562500,16.562500,4439000
1985-02-18,16.562500,16.937500,16.125000,16.437500,16.437500,3320400
1985-02-25,16.312500,17.000000,15.812500,16.687500,16.687500,3799400
1985-03-04,16.812500,16.812500,15.625000,16.000000,16.000000,4261000
1985-03-11,16.062500,16.437500,15.062500,15.250000,15.250000,4826800
1985-03-18,15.500000,16.812500,15.437500,15.812500,15.812500,4516800
1985-03-25,15.500000,16.750000,15.375000,16.687500,16.687500,3379000
1985-04-01,16.812500,17.000000,15.250000,15.625000,15.625000,1721600
1985-04-08,15.750000,16.062500,15.062500,15.250000,15.250000,2789800
1985-04-15,15.062500,15.875000,14.625000,15.000000,15.000000,4023000
1985-04-22,14.937500,15.125000,14.000000,14.500000,14.500000,4737600
1985-04-29,14.437500,14.437500,13.312500,14.000000,14.000000,4055000
1985-05-06,13.687500,15.125000,13.250000,15.125000,15.125000,5185200
1985-05-13,15.062500,15.062500,13.562500,14.625000,14.625000,2969000
1985-05-20,14.875000,15.000000,14.125000,14.625000,14.625000,2826400
1985-05-27,14.625000,14.687500,13.000000,13.250000,13.250000,3616800
1985-06-03,13.312500,13.437500,12.062500,13.125000,13.125000,5633600
1985-06-10,13.000000,13.812500,11.625000,12.000000,12.000000,7478200
1985-06-17,11.812500,12.375000,11.062500,12.312500,12.312500,5439400
1985-06-24,12.312500,13.500000,12.125000,13.000000,13.000000,4892000
1985-07-01,13.062500,13.750000,12.875000,13.125000,13.125000,2254400
1985-07-08,13.187500,13.875000,12.375000,13.250000,13.250000,2883600
1985-07-15,13.250000,15.000000,13.000000,14.875000,14.875000,6551600
1985-07-22,14.750000,15.375000,14.312500,14.937500,14.937500,5611200
1985-07-29,15.000000,15.437500,14.437500,15.250000,15.250000,3638000
1985-08-05,15.062500,15.062500,14.375000,14.437500,14.437500,3237400
1985-08-12,14.375000,14.375000,13.625000,14.187500,14.187500,2965800
1985-08-19,14.312500,14.562500,13.750000,13.812500,13.812500,2397600
1985-08-26,13.750000,13.937500,13.250000,13.250000,13.250000,2411000
1985-09-02,13.250000,13.500000,12.812500,13.500000,13.500000,2819000
1985-09-09,13.500000,13.687500,12.500000,13.125000,13.125000,4085800
1985-09-16,13.250000,14.062500,12.812500,13.500000,13.500000,3853000
1985-09-23,14.000000,14.125000,12.812500,13.437500,13.437500,2113400
1985-09-30,13.437500,13.500000,11.937500,12.125000,12.125000,3406600
1985-10-07,12.125000,12.500000,11.000000,12.062500,12.062500,4659600
1985-10-14,12.125000,12.687500,12.125000,12.312500,12.312500,4078000
1985-10-21,12.312500,12.750000,12.062500,12.062500,12.062500,4757000
1985-10-28,11.812500,12.125000,11.625000,12.062500,12.062500,3149200
1985-11-04,11.875000,12.437500,11.375000,12.250000,12.250000,4562800
1985-11-11,12.312500,13.250000,12.062500,13.000000,13.000000,5025000
1985-11-18,13.000000,13.875000,12.812500,13.500000,13.500000,6394000
1985-11-25,13.375000,13.937500,13.125000,13.937500,13.937500,2678600
1985-12-02,13.875000,15.125000,13.500000,14.937500,14.937500,6137200
1985-12-09,15.000000,15.562500,14.687500,14.750000,14.750000,4983800
1985-12-16,14.875000,15.187500,14.250000,14.437500,14.437500,3848400
1985-12-23,14.437500,14.625000,14.000000,14.625000,14.625000,2016800
1985-12-30,14.625000,14.687500,14.187500,14.375000,14.375000,2063200
1986-01-06,14.437500,14.562500,13.375000,13.500000,13.500000,3523600
1986-01-13,13.375000,14.687500,13.187500,14.500000,14.500000,3975200
1986-01-20,14.437500,14.875000,13.937500,14.562500,14.562500,3731000
1986-01-27,14.562500,14.625000,13.437500,13.687500,13.687500,2691400
1986-02-03,13.625000,15.125000,13.437500,14.875000,14.875000,8956000
1986-02-10,14.937500,16.125000,14.937500,15.375000,15.375000,6779600
1986-02-17,15.437500,16.437500,15.375000,16.250000,16.250000,3008800
1986-02-24,16.312500,16.375000,15.375000,15.562500,15.562500,2868400
1986-03-03,15.437500,15.562500,14.437500,14.625000,14.625000,3658000
1986-03-10,14.562500,16.750000,14.500000,14.625000,14.625000,4032400
1986-03-17,15.562500,15.937500,14.812500,14.875000,14.875000,2620200
1986-03-24,14.937500,15.187500,14.312500,14.625000,14.625000,2645800
1986-03-31,14.500000,14.500000,13.500000,13.937500,13.937500,3911600
1986-04-07,13.937500,15.625000,13.875000,15.125000,15.125000,4617600
1986-04-14,15.000000,15.437500,14.812500,15.000000,15.000000,3369400
1986-04-21,15.125000,15.687500,14.750000,15.437500,15.437500,4728200
1986-04-28,15.562500,15.750000,14.000000,14.062500,14.062500,3761800
1986-05-05,14.062500,14.437500,13.625000,14.125000,14.125000,3690200
1986-05-12,14.187500,14.250000,12.937500,13.062500,13.062500,3203800
1986-05-19,13.062500,13.437500,12.250000,12.375000,12.375000,3571000
1986-05-26,12.625000,13.687500,12.187500,13.312500,13.312500,3833800
1986-06-02,13.250000,13.312500,11.812500,12.000000,12.000000,3662000
1986-06-09,12.000000,12.500000,11.625000,11.687500,11.687500,3351400
1986-06-16,11.812500,11.937500,10.187500,10.875000,10.875000,6027800
1986-06-23,10.875000,10.937500,10.187500,10.562500,10.562500,4217000
1986-06-30,10.687500,10.687500,9.625000,9.750000,9.750000,3038000
1986-07-07,9.750000,9.812500,8.750000,8.750000,8.750000,4704400
1986-07-14,8.437500,8.437500,7.125000,7.187500,7.187500,7153200
1986-07-21,7.187500,7.687500,7.062500,7.562500,7.562500,5121400
1986-07-28,7.500000,8.250000,7.250000,7.750000,7.750000,4202000
1986-08-04,7.750000,7.812500,7.187500,7.812500,7.812500,2624000
1986-08-11,7.812500,8.500000,7.812500,8.312500,8.312500,3836000
1986-08-18,8.250000,9.062500,7.937500,9.062500,9.062500,3968000
1986-08-25,9.500000,9.937500,9.250000,9.687500,9.687500,4822800
1986-09-01,9.625000,9.937500,9.312500,9.875000,9.875000,4566800
1986-09-08,9.875000,10.187500,8.750000,8.750000,8.750000,4310400
1986-09-15,8.750000,8.937500,8.437500,8.562500,8.562500,3373400
1986-09-22,8.500000,8.937500,8.125000,8.250000,8.250000,3834200
1986-09-29,8.125000,8.125000,6.750000,7.250000,7.250000,5646800
1986-10-06,7.312500,7.437500,6.437500,7.000000,7.000000,4220600
1986-10-13,7.125000,7.500000,7.062500,7.062500,7.062500,1539000
1986-10-20,6.937500,7.375000,6.562500,7.187500,7.187500,2527200
1986-10-27,7.125000,7.187500,6.875000,6.875000,6.875000,1403600
1986-11-03,7.000000,8.125000,7.000000,8.000000,8.000000,4665200
1986-11-10,8.000000,8.250000,7.750000,7.812500,7.812500,3010600
1986-11-17,7.812500,7.937500,7.437500,7.812500,7.812500,1747400
1986-11-24,7.875000,8.187500,7.625000,7.812500,7.812500,1503800
1986-12-01,7.625000,8.437500,7.625000,7.812500,7.812500,3091000
1986-12-08,7.875000,7.875000,7.187500,7.250000,7.250000,1654400
1986-12-15,7.250000,7.375000,7.125000,7.125000,7.125000,2114400
1986-12-22,7.125000,7.187500,6.687500,7.062500,7.062500,1995800
1986-12-29,7.062500,7.062500,6.687500,7.000000,7.000000,1550000
1987-01-05,6.937500,7.750000,6.875000,7.625000,7.625000,4036800
1987-01-12,7.562500,9.375000,7.500000,8.687500,8.687500,10295400
1987-01-19,8.812500,9.375000,8.562500,8.687500,8.687500,6954200
1987-01-26,8.625000,9.187500,8.250000,8.750000,8.750000,5024600
1987-02-02,8.750000,11.750000,8.687500,11.187500,11.187500,14072400
1987-02-09,11.187500,11.375000,10.187500,11.000000,11.000000,9103200
1987-02-16,10.937500,12.250000,10.625000,10.875000,10.875000,7804200
1987-02-23,10.500000,11.187500,10.250000,10.875000,10.875000,5922200
1987-03-02,11.000000,11.000000,10.000000,10.500000,10.500000,5795800
1987-03-09,10.437500,10.937500,10.062500,10.250000,10.250000,3370600
1987-03-16,10.312500,11.000000,10.125000,10.625000,10.625000,4336400
1987-03-23,10.625000,10.812500,9.562500,9.937500,9.937500,6498600
1987-03-30,9.625000,10.437500,9.375000,10.375000,10.375000,5430200
1987-04-06,10.625000,10.625000,9.750000,10.500000,10.500000,5646000
1987-04-13,10.437500,10.500000,9.750000,10.187500,10.187500,3351200
1987-04-20,10.187500,10.750000,9.875000,10.687500,10.687500,3699200
1987-04-27,10.500000,12.125000,10.312500,11.437500,11.437500,14560000
1987-05-04,11.437500,11.750000,10.812500,10.875000,10.875000,6115000
1987-05-11,11.000000,11.375000,10.625000,10.687500,10.687500,4808400
1987-05-18,10.562500,10.625000,10.000000,10.062500,10.062500,2973200
1987-05-25,10.125000,10.875000,10.125000,10.812500,10.812500,3493800
1987-06-01,10.875000,11.125000,10.250000,10.375000,10.375000,2983600
1987-06-08,10.437500,11.062500,10.250000,10.375000,10.375000,4644400
1987-06-15,10.375000,10.437500,9.812500,9.937500,9.937500,4199600
1987-06-22,10.000000,10.125000,9.062500,9.437500,9.437500,6923400
1987-06-29,9.437500,9.687500,9.375000,9.562500,9.562500,2129000
1987-07-06,9.500000,9.625000,8.687500,9.125000,9.125000,5051600
1987-07-13,9.062500,9.437500,8.687500,8.812500,8.812500,5901200
1987-07-20,8.750000,8.937500,8.375000,8.687500,8.687500,4440600
1987-07-27,8.750000,9.187500,8.562500,9.062500,9.062500,3059800
1987-08-03,8.937500,10.187500,8.875000,10.125000,10.125000,6485800
1987-08-10,10.312500,10.625000,10.000000,10.000000,10.000000,13033600
1987-08-17,10.062500,10.937500,9.625000,10.687500,10.687500,5992000
